TENANT_CD,ACCOUNT_KEY,BASE_CURR_AMOUNT,BASE_CURR_CD,BENE_CURR_CD,EXECUTION_LOCAL_DATE_TIME,OPP_COUNTRY_CD,ORIG_CURR_CD,ORIGINATOR_NAME,TRANSACTION_TYPE_DESC
2000000.0,t2_940,148418.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank Of England,Send - Money Transfer - Incoming
2000000.0,t2_403,577066.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_119,967249.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Online - Outgoing
2000000.0,t2_119,836366.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank of Martin Luther King,Send - Bill Payment - Outgoing
2000000.0,t2_862,938059.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank of France,Send - Prepaid Cards - Outgoing
2000000.0,t2_436,445439.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Cash Payout Services - Outgoing
2000000.0,t2_209,71361.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of USA Electric Corp.,Receive - Cash Payout Services - Outgoing
2000000.0,t2_120,532567.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of France,Receive - Cash Payout Services - Outgoing
2000000.0,t2_294,160333.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Express Payment - Outgoing
2000000.0,t2_862,938059.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank of France,Send - Online - Outgoing
2000000.0,UDM_Branch_t2_15_BRI,2400.0,USD,missing,28-DEC-12 08.23.55.000000000 AM,missing,NIS,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_11_ARM,14753.0,USD,missing,28-DEC-12 08.23.55.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,t2_940,163748.0,USD,missing,14-JUL-12 02.19.41.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_940,801005.0,USD,missing,27-AUG-12 07.22.13.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Online - Incoming
2000000.0,t2_940,801005.0,USD,missing,27-AUG-12 07.22.13.000000000 PM,missing,USD,Branch of Bank of alabama,Send - Money Order - Incoming
2000000.0,t2_940,928033.0,USD,missing,26-AUG-12 08.46.24.000000000 PM,missing,MXN,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_940,403565.0,USD,missing,17-OCT-12 02.34.49.000000000 PM,missing,EUR,Branch of Bank Of US,Receive - Money Order - Incoming
2000000.0,t2_940,500938.0,USD,missing,18-NOV-12 10.53.02.000000000 PM,missing,USD,Branch of Bank of France,Send - Prepaid Cards - Incoming
2000000.0,t2_940,500938.0,USD,missing,18-NOV-12 10.53.02.000000000 PM,missing,USD,Branch of Bank of France,Send - Money Order - Incoming
2000000.0,t2_940,81570.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank Of England,Receive - Cash Payout Services - Incoming
2000000.0,t2_940,588280.0,USD,missing,12-OCT-12 06.15.24.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Incoming
2000000.0,t2_940,55915.0,USD,missing,05-AUG-12 11.17.11.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Bill Payment - Incoming
2000000.0,t2_940,394635.0,USD,missing,28-NOV-12 05.57.05.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Prepaid Cards - Incoming
2000000.0,t2_940,394635.0,USD,missing,28-NOV-12 05.57.05.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Online - Incoming
2000000.0,t2_940,640590.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of USA Electric Corp.,Receive - Utility Bill Payment - Incoming
2000000.0,t2_940,477847.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_940,397406.0,USD,missing,11-OCT-12 07.02.39.000000000 PM,missing,USD,Branch of Bank of NEW YORK,Send - Bill Payment - Incoming
2000000.0,t2_940,306608.0,USD,missing,08-OCT-12 07.39.17.000000000 PM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_111_BRA,3040.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,EUR,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_111_BRA,-3040.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,EUR,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_940,944761.0,USD,missing,29-NOV-12 11.44.05.000000000 AM,missing,USD,Branch of Bank of alabama,Send - Bill Payment - Incoming
2000000.0,t2_940,326702.0,USD,missing,08-OCT-12 05.42.59.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_MEX,12481.0,USD,missing,24-DEC-12 08.33.11.000000000 AM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_MEX,-12481.0,USD,missing,24-DEC-12 08.33.11.000000000 AM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_10_BOT,9048.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_10_BOT,-9048.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,t2_940,196320.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Money Order - Incoming
2000000.0,UDM_Branch_t2_10_BOT,8100.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,RUB,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_940,193237.0,USD,missing,21-SEP-12 06.16.38.000000000 PM,missing,USD,Branch of Bank of France,Send - Cash Payout Services - Incoming
2000000.0,t2_940,193237.0,USD,missing,21-SEP-12 06.16.38.000000000 PM,missing,USD,Branch of Bank of France,Send - Money Order - Incoming
2000000.0,t2_940,249186.0,USD,missing,11-AUG-12 10.45.47.000000000 AM,missing,MXN,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_940,687300.0,USD,missing,09-JUL-12 04.02.49.000000000 PM,missing,USD,Branch of Bank Of US,Send - Bill Payment - Incoming
2000000.0,t2_940,687300.0,USD,missing,09-JUL-12 04.02.49.000000000 PM,missing,USD,Branch of Bank Of US,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_MEX,699853.0,USD,missing,22-OCT-12 11.51.25.000000000 AM,missing,EUR,Branch of Bank of alabama,Receive - Prepaid Cards - Incoming
2000000.0,t2_940,325804.0,USD,missing,23-JUL-12 06.29.40.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_940,241254.0,USD,missing,24-AUG-12 08.58.44.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Incoming
2000000.0,t2_940,241254.0,USD,missing,24-AUG-12 08.58.44.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Express Payment - Incoming
2000000.0,t2_940,261617.0,USD,missing,01-OCT-12 05.01.00.000000000 PM,missing,JPY,Branch of Bank Of England,Receive - Online - Incoming
2000000.0,t2_940,261617.0,USD,missing,01-OCT-12 05.01.00.000000000 PM,missing,JPY,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_940,447355.0,USD,missing,30-SEP-12 10.20.50.000000000 AM,missing,EUR,Branch of Bank Of England,Receive - Express Payment - Incoming
2000000.0,t2_940,129127.0,USD,missing,06-AUG-12 05.43.12.000000000 AM,missing,USD,Branch of Bank of Martin Luther King,Send - Prepaid Cards - Incoming
2000000.0,t2_940,129127.0,USD,missing,06-AUG-12 05.43.12.000000000 AM,missing,USD,Branch of Bank of Martin Luther King,Send - Online - Incoming
2000000.0,t2_940,729371.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank Of England,Receive - Bill Payment - Incoming
2000000.0,t2_940,771175.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_940,528543.0,USD,missing,26-JUL-12 05.12.08.000000000 AM,missing,USD,Branch of Bank Of US,Send - Online - Incoming
2000000.0,t2_940,528543.0,USD,missing,26-JUL-12 05.12.08.000000000 AM,missing,USD,Branch of Bank Of US,Send - Prepaid Cards - Incoming
2000000.0,t2_940,293733.0,USD,missing,17-SEP-12 03.07.10.000000000 PM,missing,USD,Branch of Bank Of England,Send - Money Order - Incoming
2000000.0,t2_940,293733.0,USD,missing,17-SEP-12 03.07.10.000000000 PM,missing,USD,Branch of Bank Of England,Send - Online - Incoming
2000000.0,t2_940,528499.0,USD,missing,20-SEP-12 09.23.37.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Express Payment - Incoming
2000000.0,t2_940,227240.0,USD,missing,29-AUG-12 04.46.05.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Prepaid Cards - Incoming
2000000.0,t2_940,80374.0,USD,missing,13-OCT-12 10.29.37.000000000 PM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_15_FIN,10886.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_GRE,-6101.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,EUR,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_20_GRE,6101.0,USD,missing,26-DEC-12 06.24.55.000000000 AM,missing,EUR,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_10_ALG,7873.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,CAD,Branch of BANK OF CHARLOTTE,Send - Money Transfer - Outgoing
2000000.0,t2_940,566871.0,USD,missing,24-SEP-12 08.28.58.000000000 AM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_940,102454.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank of Martin Luther King,Send - Utility Bill Payment - Incoming
2000000.0,t2_940,102454.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank of Martin Luther King,Send - Express Payment - Incoming
2000000.0,t2_940,601279.0,USD,missing,27-SEP-12 06.54.30.000000000 PM,missing,EUR,Branch of Bank Of US,Receive - Express Payment - Incoming
2000000.0,t2_940,296387.0,USD,missing,26-NOV-12 06.30.04.000000000 AM,missing,USD,Branch of USA Electric Corp.,Receive - Utility Bill Payment - Incoming
2000000.0,t2_940,867314.0,USD,missing,07-OCT-12 09.45.19.000000000 AM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Incoming
2000000.0,t2_940,209202.0,USD,missing,13-JUL-12 06.49.54.000000000 AM,missing,EUR,Branch of Bank of alabama,Receive - Bill Payment - Incoming
2000000.0,t2_940,9524.0,USD,missing,28-SEP-12 12.41.38.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Incoming
2000000.0,t2_940,9524.0,USD,missing,28-SEP-12 12.41.38.000000000 PM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,t2_940,292836.0,USD,missing,24-SEP-12 02.35.19.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_940,78112.0,USD,missing,22-SEP-12 12.35.03.000000000 AM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_940,551196.0,USD,missing,25-SEP-12 10.24.24.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_940,439784.0,USD,missing,20-OCT-12 07.06.29.000000000 PM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_940,667878.0,USD,missing,25-OCT-12 04.09.54.000000000 AM,missing,EUR,Branch of Bank of NEW YORK,Receive - Bill Payment - Incoming
2000000.0,t2_940,492669.0,USD,missing,04-AUG-12 11.51.02.000000000 PM,missing,USD,Branch of Bank Of US,Send - Cash Payout Services - Incoming
2000000.0,t2_940,82472.0,USD,missing,07-SEP-12 02.02.55.000000000 PM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Prepaid Cards - Incoming
2000000.0,t2_940,82472.0,USD,missing,07-SEP-12 02.02.55.000000000 PM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_940,583782.0,USD,missing,25-JUL-12 05.42.58.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Money Order - Incoming
2000000.0,t2_209,716993.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank Of US,Send - Express Payment - Outgoing
2000000.0,t2_917,234706.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_209,716993.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Outgoing
2000000.0,t2_911,776571.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Outgoing
2000000.0,t2_418,818812.0,USD,missing,18-NOV-12 10.31.02.000000000 AM,missing,USD,Branch of Bank Of US,Send - Prepaid Cards - Outgoing
2000000.0,t2_120,425617.0,USD,missing,18-NOV-12 07.47.21.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Prepaid Cards - Outgoing
2000000.0,t2_120,425617.0,USD,missing,18-NOV-12 07.47.21.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Outgoing
2000000.0,t2_418,818812.0,USD,missing,18-NOV-12 10.31.02.000000000 AM,missing,USD,Branch of Bank Of US,Send - Money Transfer - Outgoing
2000000.0,t2_777,759652.0,USD,missing,02-NOV-12 09.24.20.000000000 PM,missing,JPY,Branch of Bank Of US,Receive - Money Transfer - Outgoing
2000000.0,t2_170,799743.0,USD,missing,30-OCT-12 10.16.11.000000000 PM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_120,61704.0,USD,missing,03-OCT-12 10.39.26.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_11_ARG,464016.0,USD,missing,26-AUG-12 04.05.08.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,t2_897,705158.0,USD,missing,25-AUG-12 02.46.10.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Prepaid Cards - Outgoing
2000000.0,t2_897,705158.0,USD,missing,25-AUG-12 02.46.10.000000000 AM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,t2_935,133406.0,USD,missing,20-AUG-12 10.47.08.000000000 AM,missing,EUR,Branch of Bank of France,Receive - Money Transfer - Outgoing
2000000.0,t2_341,673398.0,USD,missing,02-JUL-12 05.37.47.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_428,592665.0,USD,missing,27-JUN-12 10.34.07.000000000 AM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Outgoing
2000000.0,t2_428,592665.0,USD,missing,27-JUN-12 10.34.07.000000000 AM,missing,USD,Branch of Bank Of US,Send - Bill Payment - Outgoing
2000000.0,t2_940,784735.0,USD,missing,20-OCT-12 04.43.12.000000000 PM,missing,USD,Branch of Bank Of US,Send - Bill Payment - Incoming
2000000.0,t2_940,784735.0,USD,missing,20-OCT-12 04.43.12.000000000 PM,missing,USD,Branch of Bank Of US,Send - Utility Bill Payment - Incoming
2000000.0,t2_940,412514.0,USD,missing,12-AUG-12 03.07.44.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Prepaid Cards - Incoming
2000000.0,t2_940,412514.0,USD,missing,12-AUG-12 03.07.44.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Online - Incoming
2000000.0,t2_940,694527.0,USD,missing,16-OCT-12 04.12.20.000000000 PM,missing,USD,Branch of Bank of NEW YORK,Send - Utility Bill Payment - Incoming
2000000.0,t2_940,694527.0,USD,missing,16-OCT-12 04.12.20.000000000 PM,missing,USD,Branch of Bank of NEW YORK,Send - Express Payment - Incoming
2000000.0,t2_926,318900.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Express Payment - Outgoing
2000000.0,t2_940,473533.0,USD,missing,14-JUL-12 02.43.56.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Money Order - Incoming
2000000.0,t2_170,473533.0,USD,missing,14-JUL-12 02.43.56.000000000 PM,missing,EUR,Branch of Bank of alabama,Receive - Money Order - Outgoing
2000000.0,t2_940,460943.0,USD,missing,24-JUL-12 07.31.32.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Incoming
2000000.0,t2_329,460943.0,USD,missing,24-JUL-12 07.31.32.000000000 PM,missing,MXN,Branch of Bank Of England,Receive - Money Transfer - Outgoing
2000000.0,t2_748,546025.0,USD,missing,25-JUL-12 04.35.44.000000000 AM,missing,USD,Branch of Bank of France,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_940,546025.0,USD,missing,25-JUL-12 04.35.44.000000000 AM,missing,USD,Branch of Bank of France,Receive - Utility Bill Payment - Incoming
2000000.0,t2_940,6914.0,USD,missing,14-AUG-12 11.51.28.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Online - Incoming
2000000.0,t2_926,6914.0,USD,missing,14-AUG-12 11.51.28.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Money Order - Outgoing
2000000.0,t2_926,6914.0,USD,missing,14-AUG-12 11.51.28.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Online - Outgoing
2000000.0,t2_940,6914.0,USD,missing,14-AUG-12 11.51.28.000000000 AM,missing,USD,Branch of BANK OF CHARLOTTE,Send - Money Order - Incoming
2000000.0,t2_940,745619.0,USD,missing,27-AUG-12 09.18.00.000000000 AM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Incoming
2000000.0,t2_862,745619.0,USD,missing,27-AUG-12 09.18.00.000000000 AM,missing,MXN,Branch of Bank of France,Receive - Money Transfer - Outgoing
2000000.0,t2_537,842002.0,USD,missing,07-SEP-12 04.10.25.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Outgoing
2000000.0,t2_940,842002.0,USD,missing,07-SEP-12 04.10.25.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Money Transfer - Incoming
2000000.0,t2_940,842002.0,USD,missing,07-SEP-12 04.10.25.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Incoming
2000000.0,t2_537,842002.0,USD,missing,07-SEP-12 04.10.25.000000000 AM,missing,USD,Branch of USA Electric Corp.,Send - Bill Payment - Outgoing
2000000.0,UDM_Branch_t2_113_EQU,765512.0,USD,missing,10-OCT-12 07.51.16.000000000 AM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_12_GUA,765512.0,USD,missing,10-OCT-12 07.51.16.000000000 AM,missing,JPY,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,t2_862,627577.0,USD,missing,16-OCT-12 11.03.25.000000000 AM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Cash Payout Services - Outgoing
2000000.0,t2_940,627577.0,USD,missing,16-OCT-12 11.03.25.000000000 AM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Cash Payout Services - Incoming
2000000.0,t2_940,568649.0,USD,missing,19-OCT-12 10.52.47.000000000 AM,missing,EUR,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_322,568649.0,USD,missing,19-OCT-12 10.52.47.000000000 AM,missing,EUR,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_940,25793.0,USD,missing,02-NOV-12 03.45.55.000000000 AM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Bill Payment - Incoming
2000000.0,t2_917,25793.0,USD,missing,02-NOV-12 03.45.55.000000000 AM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Bill Payment - Outgoing
2000000.0,t2_940,618137.0,USD,missing,21-NOV-12 02.56.43.000000000 PM,missing,USD,Branch of Bank Of US,Send - Online - Incoming
2000000.0,t2_120,618137.0,USD,missing,21-NOV-12 02.56.43.000000000 PM,missing,USD,Branch of Bank Of US,Send - Prepaid Cards - Outgoing
2000000.0,t2_120,618137.0,USD,missing,21-NOV-12 02.56.43.000000000 PM,missing,USD,Branch of Bank Of US,Send - Online - Outgoing
2000000.0,t2_940,618137.0,USD,missing,21-NOV-12 02.56.43.000000000 PM,missing,USD,Branch of Bank Of US,Send - Prepaid Cards - Incoming
2000000.0,UDM_Branch_t2_111_BRA,1077.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,ERU,Branch of Bank Of England,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_113_EQU,1077.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,ERU,Branch of Bank Of England,Send - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_111_BRA,-1077.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,ERU,Branch of Bank Of England,Send - Money Transfer - Incoming
2000000.0,UDM_Branch_t2_113_EQU,-1077.0,USD,missing,25-DEC-12 02.33.15.000000000 PM,missing,ERU,Branch of Bank Of England,Send - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_12_GUA,315765.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Outgoing
2000000.0,t2_858,108484.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_436,424155.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,t2_940,424155.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of NEW YORK,Receive - Utility Bill Payment - Incoming
2000000.0,t2_940,315765.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,MXN,Branch of Bank of alabama,Receive - Money Transfer - Incoming
2000000.0,t2_436,424155.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of NEW YORK,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_940,108484.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of USA Electric Corp.,Receive - Money Transfer - Incoming
2000000.0,t2_940,424155.0,USD,missing,27-DEC-12 12.33.41.000000000 PM,missing,JPY,Branch of Bank of NEW YORK,Receive - Money Transfer - Incoming
2000000.0,t2_403,913773.0,USD,missing,28-JUN-12 03.07.20.000000000 PM,missing,EUR,Branch of Bank of France,Receive - Utility Bill Payment - Outgoing
2000000.0,t2_896,992483.0,USD,missing,09-JUL-12 07.37.21.000000000 PM,missing,MXN,Branch of USA Electric Corp.,Receive - Money Transfer - Outgoing
2000000.0,t2_940,964431.0,USD,missing,14-JUL-12 03.46.21.000000000 AM,missing,USD,Branch of Bank of France,Send - Bill Payment - Incoming
2000000.0,t2_209,361875.0,USD,missing,16-JUL-12 04.45.12.000000000 PM,missing,MXN,Branch of Bank of NEW YORK,Receive - Money Transfer - Outgoing
2000000.0,UDM_Branch_t2_20_GRE,156631.0,USD,missing,16-JUL-12 03.18.05.000000000 AM,missing,JPY,Branch of Bank of Martin Luther King,Receive - Money Transfer - Outgoing
2000000.0,t2_940,170625.0,USD,missing,23-JUL-12 01.29.03.000000000 AM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Incoming
2000000.0,t2_210,852271.0,USD,missing,27-JUL-12 11.02.09.000000000 PM,missing,EUR,Branch of Bank Of US,Receive - Bill Payment - Outgoing
2000000.0,t2_210,477032.0,USD,missing,30-JUL-12 07.34.51.000000000 PM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_940,534635.0,USD,missing,06-AUG-12 03.17.01.000000000 AM,missing,EUR,Branch of Bank Of England,Receive - Cash Payout Services - Incoming
2000000.0,t2_468,495582.0,USD,missing,09-AUG-12 07.31.08.000000000 PM,missing,EUR,Branch of USA Electric Corp.,Receive - Express Payment - Outgoing
2000000.0,t2_940,530994.0,USD,missing,12-AUG-12 03.57.18.000000000 AM,missing,EUR,Branch of Bank of Martin Luther King,Receive - Money Order - Incoming
2000000.0,t2_621,363353.0,USD,missing,28-AUG-12 01.50.05.000000000 PM,missing,MXN,Branch of Bank of Martin Luther King,Receive - Money Transfer - Outgoing
2000000.0,t2_209,578758.0,USD,missing,31-AUG-12 05.32.45.000000000 PM,missing,JPY,Branch of Bank of France,Receive - Money Transfer - Outgoing
2000000.0,t2_940,399760.0,USD,missing,11-SEP-12 01.52.30.000000000 PM,missing,USD,Branch of Bank of France,Send - Online - Incoming
2000000.0,t2_940,399760.0,USD,missing,11-SEP-12 01.52.30.000000000 PM,missing,USD,Branch of Bank of France,Send - Money Order - Incoming
2000000.0,t2_777,192881.0,USD,missing,12-SEP-12 12.23.10.000000000 AM,missing,MXN,Branch of BANK OF CHARLOTTE,Receive - Money Transfer - Outgoing
2000000.0,t2_940,528291.0,USD,missing,18-SEP-12 12.47.54.000000000 PM,missing,USD,Branch of Bank Of England,Send - Online - Incoming
2000000.0,t2_940,528291.0,USD,missing,18-SEP-12 12.47.54.000000000 PM,missing,USD,Branch of Bank Of England,Send - Prepaid Cards - Incoming
2000000.0,t2_777,253543.0,USD,missing,24-SEP-12 06.36.31.000000000 PM,missing,EUR,Branch of BANK OF CHARLOTTE,Receive - Prepaid Cards - Outgoing
2000000.0,t2_935,242709.0,USD,missing,03-OCT-12 09.12.42.000000000 PM,missing,USD,Branch of Bank of Martin Luther King,Send - Cash Payout Services - Outgoing
2000000.0,t2_935,242709.0,USD,missing,03-OCT-12 09.12.42.000000000 PM,missing,USD,Branch of Bank of Martin Luther King,Send - Utility Bill Payment - Outgoing
2000000.0,t2_858,87465.0,USD,missing,06-OCT-12 05.44.55.000000000 AM,missing,EUR,Branch of Bank of NEW YORK,Receive - Bill Payment - Outgoing
2000000.0,t2_288,759726.0,USD,missing,09-OCT-12 09.19.54.000000000 AM,missing,USD,Branch of Bank of Martin Luther King,Send - Express Payment - Outgoing
2000000.0,t2_288,759726.0,USD,missing,09-OCT-12 09.19.54.000000000 AM,missing,USD,Branch of Bank of Martin Luther King,Send - Money Order - Outgoing
